sample	unit	platform	fq1	fq2
SRR10129631	1	ILLUMINA	/data/wenyuhao/55/run/dna-seq-gatk-variant-calling/fasgz/SRR10129631_1.fastq	/data/wenyuhao/55/run/dna-seq-gatk-variant-calling/fasgz/SRR10129631_2.fastq
